Year,Region,Sex,Age Group,Ethnic Group,Measure,Value,Flags
"2018","Canterbury Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","30 to 34","Other Ethnicity","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","30 to 34","Other Ethnicity","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",991,
"2018","Northland Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",751,
"2018","Auckland Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1681,
"2018","Auckland Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",1458,
"2018","Waikato Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1199,
"2018","Waikato Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",1100,
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1066,
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",980,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","European","Average Weekly Earnings",992,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","European","Median Weekly Earnings",912,
"2018","Taranaki Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1357,
"2018","Taranaki Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",1260,
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1044,
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",880,
"2018","Wellington Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1588,
"2018","Wellington Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",1438,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1069,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","European","Median Weekly Earnings",959,
"2018","Canterbury Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1162,
"2018","Canterbury Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",1151,
"2018","Otago Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",1175,
"2018","Otago Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",1266,
"2018","Southland Region","Total Both Sexes","35 to 39","European","Average Weekly Earnings",930,
"2018","Southland Region","Total Both Sexes","35 to 39","European","Median Weekly Earnings",863,
"2018","Northland Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",983,
"2018","Northland Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",880,
"2018","Auckland Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",1222,
"2018","Auckland Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",1124,
"2018","Waikato Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",1241,
"2018","Waikato Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",1124,
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",1105,
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",999,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",737,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",748,
"2018","Taranaki Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",1009,
"2018","Taranaki Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",900,
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",912,
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",848,
"2018","Wellington Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",1207,
"2018","Wellington Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",1200,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",948,
"2018","Canterbury Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",959,
"2018","Otago Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","Maori","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","Maori","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",1215,
"2018","Auckland Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",959,
"2018","Waikato Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",964,
"2018","Wellington Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",959,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","Pacific Peoples","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","Pacific Peoples","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",1241,
"2018","Auckland Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",1000,
"2018","Waikato Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",1297,
"2018","Waikato Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",1013,
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",961,
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",921,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",1555,
"2018","Wellington Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",1323,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",1020,
"2018","Canterbury Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",978,
"2018","Otago Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",1099,
"2018","Otago Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",874,
"2018","Southland Region","Total Both Sexes","35 to 39","Asian","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","Asian","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",1453,
"2018","Auckland Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",1438,
"2018","Waikato Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",1361,
"2018","Wellington Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",1611,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","MELAA","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","MELAA","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",1164,
"2018","Taranaki Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",959,
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","Other Ethnicity","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","35 to 39","Other Ethnicity","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1026,
"2018","Northland Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",938,
"2018","Auckland Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1795,
"2018","Auckland Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",1466,
"2018","Waikato Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1381,
"2018","Waikato Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",1151,
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1280,
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",1151,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1091,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","European","Median Weekly Earnings",1055,
"2018","Taranaki Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1057,
"2018","Taranaki Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",959,
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1217,
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",940,
"2018","Wellington Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1550,
"2018","Wellington Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",1381,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1188,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","European","Median Weekly Earnings",997,
"2018","Canterbury Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1280,
"2018","Canterbury Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",1166,
"2018","Otago Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1307,
"2018","Otago Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",1142,
"2018","Southland Region","Total Both Sexes","40 to 44","European","Average Weekly Earnings",1078,
"2018","Southland Region","Total Both Sexes","40 to 44","European","Median Weekly Earnings",1132,
"2018","Northland Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",1028,
"2018","Northland Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",989,
"2018","Auckland Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",1318,
"2018","Auckland Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",1132,
"2018","Waikato Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",1330,
"2018","Waikato Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",1249,
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",993,
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",959,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",923,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",980,
"2018","Taranaki Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",1045,
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",900,
"2018","Wellington Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",1151,
"2018","Wellington Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",1055,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",1254,
"2018","Canterbury Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",1247,
"2018","Otago Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","Maori","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","Maori","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",998,
"2018","Auckland Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",974,
"2018","Waikato Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",1382,
"2018","Wellington Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",1079,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","Pacific Peoples","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","Pacific Peoples","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",953,
"2018","Auckland Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",880,
"2018","Waikato Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",1590,
"2018","Waikato Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",960,
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",1212,
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",1040,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",1786,
"2018","Wellington Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",1534,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",1035,
"2018","Canterbury Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",959,
"2018","Otago Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",1166,
"2018","Otago Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",1151,
"2018","Southland Region","Total Both Sexes","40 to 44","Asian","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","Asian","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",953,
"2018","Auckland Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",756,
"2018","Waikato Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","MELAA","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","MELAA","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",1279,
"2018","Waikato Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",863,
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",1132,
"2018","Taranaki Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",1027,
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
